screen_name, location, created_at, description
srveinot,ÜT: 49.164305;-122.769114,Wed Mar 25 04:08:35 +0000 2009,An accountant and supply-chain professional at the people's bus company
gailmccartney,Vancouver; Canada,Tue Apr 21 18:36:00 +0000 2009,World traveller. Internet travel business owner.          Enjoy people & travel.     
frankluba,ÜT: 49.284615;-123.109077,Tue Jun 29 22:47:26 +0000 2010,I'm interested in transportation; clean water and taking care of trash because it costs billion$ of dollars and involves millions of people. 
BTArchitects,ÜT: 49.286482;-123.047878,Sat Feb 20 00:38:25 +0000 2010,The official Bing Thom Architects Twitter Account as maintained by Andy and Weison. We're on Facebook too...www.fb.me/bingthomarchitects
benmalcolm,Vancouver; BC,Sun Mar 30 08:05:05 +0000 2008,Radio Producer; Podcaster and Voice Artist 
islandtransport,Gabriola Island; BC,Thu Jun 24 14:22:22 +0000 2010,Transport consultant and publisher of an on-line travellers' guide to air; sea and land travel to Vancouver Island; the Gulf Islands and Sunshine Coast
erindermer,Vancouver,Thu Oct 30 19:15:17 +0000 2008,self-proclaimed foodie; grammar zealot; dog fanatic; budding globetrotter; pro wine; word geek; corporate communications @translink 
SunCivicLee,Vancouver; B;C. Canada,Sun Nov 23 16:14:39 +0000 2008,Vancouver Sun city reporter; writing on civic issues in the post-Vancouver Olympic world.I've no patience for corporate media conspiracies.
karenjouhal,Vancouver,Thu Oct 22 17:18:40 +0000 2009,@CKNW producer and freelancer with @CTVBC and @24hoursvan.  Former @CBCNews producer in Toronto. Opinions are my own.    
KenHardie,Burnaby; BC,Tue Apr 03 20:33:54 +0000 2007,Director of Communication at TransLink - Metro Vancouver's road & transit authority; recovering broadcaster; collects vintage recordings; loves kids & creatures
BruceClaggett,Vancouver and Surrey; BC,Sat Jul 03 02:22:22 +0000 2010,Managing Editor/Afternoons: CKWX/News1130.  Journalism; Broadcasting; Radio; TV; Teaching; Film; Food/Wine (views expressed are my own)
WendyMcL,Vancouver; B.C.,Tue Jan 13 20:19:55 +0000 2009,Member of the assignment team at Vancouver Province newspaper; early shift.
bella_b,vancouver; bc,Sat Jul 12 23:35:09 +0000 2008,sustainable mba. manager at climate smart. language and tech nerd. connector. traveler. generous resource. sincere but sassy. born yank; now canuck.
CBCStephenQuinn,Vancouver ,Mon Apr 05 18:49:47 +0000 2010,Public Radio Host. Raising awareness.
edreaMJ,Vancouver; Canada,Sun Mar 22 04:16:52 +0000 2009,#EastSky programmer + host/dj @CJSF 90.1FM. blogger. lyricist. cultures. violin. language exchanges. MC. square eyes. dreamer. learner. believer.
Dav1dHa,,Sat Jun 12 07:36:26 +0000 2010,
katiemercer,Vancouver; British Columbia,Sun Mar 15 19:11:15 +0000 2009,Journalist and social media/online editor at @TheProvince. Social media; tech and news junkie. Crazy dog lady. Tweets are mine alone; I think.
pawsforacause,BC,Fri Mar 20 22:22:06 +0000 2009,The Scotiabank & BC SPCA ''Paws for a Cause…Walk for the Animals'' is the BC SPCA's signature campaign and the largest fundraising campaign for animals in B.C.!
ubermichael,Vancouver; BC Canada,Wed Sep 24 17:53:33 +0000 2008,Probably doesn't like you.
RomanKluka,ÜT: 49.323789;-123.103726,Sun Dec 28 03:05:16 +0000 2008,# tech living in the Amazon EC2/S3 cloud and with Google Chromebook and Google Apps ;-)  # http://blog.technotesdesk.com  
dtsurreybia,Surrey-Whalley; BC; Canada,Wed Jun 09 20:20:55 +0000 2010,DSBIA was formed in 2003 to facilitate: business improvement; community economic development; business revitalization and enhancement to the North Surrey area.
StewartRogers,Vancouver; BC; Canada,Tue Jun 24 12:58:57 +0000 2008,Product management evangelist! Manager; Product Management at ACL Services.
LauraBaziuk980,Vancouver,Sun May 02 19:15:18 +0000 2010,Reporter with CKNW NewsTalk 980 in Vancouver; with interests in environment; health; lifestyle and cookies. Any opinions are my own. 
harrier66,Vancouver;BC,Fri Jun 18 05:27:29 +0000 2010,
diamondisinger,Vancouver; British Columbia,Sat Aug 01 19:15:49 +0000 2009,Big fan of witty people; being busy; travel; free enterprise politics; ice cream sandwiches; etc. Also do fun things: online strategy & comms in gov't/politics.
MysteriousAges,Vancouver; BC,Sun Aug 02 19:09:57 +0000 2009,There's a what on my where?
News1130Shane,,Tue Mar 02 04:25:21 +0000 2010,
MetropolisatMet,Burnaby; BC,Tue Mar 03 23:40:59 +0000 2009,With 400+ stores; Metropolis at Metrotown is British Columbia's largest shopping centre.  
hillarywith2Ls,Vancouver; BC,Fri Aug 01 21:18:50 +0000 2008,Twenty-nine; lover of lists; pickle snob; aspiring yogi; married to @fingersmoran; mama to Grady; puppy mama to monsterpups Stella & Wolfgang. 
paulanoid,Vancouver,Tue May 19 05:20:28 +0000 2009,I like to eat; belch; sing.   Dance; sleep; tweet.  And randomly repeat.
eighthree,Vancouver; Canada,Tue Jan 22 07:34:07 +0000 2008,Rocks Vulpe Creative / Web Designer. Hop Studios Resident Duck with a paintbrush. Food Lover. Photo Junkie. Travel Fanboy. Gamer
stodmyk,Vancouver; BC,Fri Apr 24 18:39:43 +0000 2009,Born at an early age; I've been playing catchup ever since.
bat_mmx,,Sun Dec 28 15:24:04 +0000 2008,
Shelwesay,Vancouver; British Colum,Mon Oct 06 15:59:54 +0000 2008,mostly in transit
maskedrhyme,Vancouver; BC; Canada,Sun Mar 02 05:53:09 +0000 2008,
ljmabouttown,Vancouver; BC,Wed Aug 06 22:11:19 +0000 2008,how exactly did I end up in marketing?
vancityactivist,ÜT: 49.23842;-123.03224,Wed Sep 24 06:33:22 +0000 2008,I live in Vansterdam; Freedom Advocate; tech guru;  convert; gamer.  Sometimes I say witty things.
Valerie9421,Canada,Sun Mar 01 19:38:24 +0000 2009,I am just a regular person who loves to write;  travel; read and learn. If I find something interesting; funny or inspirational I'll share it. 
argondaitaiwan,Burnaby; BC,Mon Jul 20 06:32:43 +0000 2009,
CC_Vancouver,Corporate Champions Vancouver,Tue Apr 20 00:18:49 +0000 2010,Building Workplace Teams; Promoting Health & Wellness & Connecting Organizations through the Power of Sport. Tweets by Sunny Pao (SP) and Andy Nguyen (AN). 
translinktweets,Vancouver,Mon May 17 06:11:34 +0000 2010,We ride the Greater Vancouver transit system and somehow live to blog and tweet about it. *We're not affiliated with Translink at all*
kraigd,ÜT: 49.260685;-122.998898,Mon Mar 16 23:13:39 +0000 2009,I'm a Recruiting; Talent Acquisition & HR guy by day; and an event producer and DJ by night.
NotJustCharlie,Vancouver; BC,Sun Apr 05 19:22:15 +0000 2009,Sleep deprived Grad Student; Coffee Enthusiast and Linux Advocate.
nicolevanzanten,Vancouver; Canada,Thu Jan 14 19:41:25 +0000 2010,Social & Digital Media in Vancouver; Canada | Frequenting ice rinks; dog parks and hip hop shows near you.
jme_gee,Vancouver; BC,Fri Apr 23 05:29:48 +0000 2010,that's jamey.. with an E-Y.
KathrynMarlow,Kelowna; BC,Sat Feb 21 23:53:17 +0000 2009,Lifelong BCer; new(ish) Kelowna resident; producer @cbcradiowest. Thoughts are my own.
jeffrose,Vancouver,Sat Mar 24 00:00:00 +0000 2007,PHP student; Wordpress fanboy; one of 2 dads to a happy schnauzer and generally attempting to learn everything.
AirCareBC,Metro Vancouver & FVRD,Sat Dec 19 07:57:24 +0000 2009,The Vehicle Emissions Testing program for Metro Vancouver and the Fraser Valley.
Anna_Lilly,Vancouver,Tue Apr 21 21:58:37 +0000 2009,Vancouver-based communications & government relations consultant currently on maternity leave
BCScrapIt,Vancouver; BC,Wed Apr 07 19:49:42 +0000 2010,We are a clean air initiative based in Lower Mainland British Columbia; working towards a more breathable British Columbia for everyone to enjoy
mdstephanierw,Vancouver; B.C.,Wed May 13 00:51:40 +0000 2009,Community Coordinator @HootSuite | Passionate about bringing smiles through community building; design; photo & events | Growing & evolving like a dandelion.
ksheresteboff,Vancouver,Fri Jul 17 03:48:36 +0000 2009,
shanbot,Vancouver; BC,Tue Jul 01 03:27:07 +0000 2008,Psychology student at @douglascollege; office ninja at @RenegadeInc; supervisor of lewd youth.
VancouverView,Vancouver; BC,Tue Dec 16 20:08:36 +0000 2008,Your Vancouver...Your Magazine!
jeremycockrill,Chilliwack/Langley; B.C.,Thu Apr 09 01:04:30 +0000 2009,Business Administration student at @TrinityWestern (Graduating Dec. 2012). President of @vital_lines. VP Finance for @twusa. Avid @TWUSpartans (#CIS) fan.
judyrudin,Vangroovy; Canada; kids!  ,Sat Nov 08 06:10:27 +0000 2008,Strategic Communications in PR/GR/Media Relations. Human radar on beep beep beep for global & local news; commentary; chatter; idle gossip; & my opinions; too.
raincoaster,Vancouver,Thu Jul 24 08:37:54 +0000 2008,49 degrees latitude; 360 degrees attitude. Social Media consulting at http://raincoastermedia.com
martymushroom,Vancouver ; Canada,Wed Jan 14 00:45:44 +0000 2009,
derekschlereth,Vancouver; BC,Mon Mar 29 08:57:44 +0000 2010,Monthly Donor Fundraiser with @DavidSuzukiFDN. Hockey Referee. Student. Actor. Habitual Wikipedia surfer. All tweets my own.
StoicRomance,Vancougar,Tue Jun 05 02:21:42 +0000 2007,Opinions Editor: @PeakSFU; Contributing Editor: @BeatRouteBC; Arts Bureau Chief: @cuptastic; Film Nerd: @TheSnipeNews. Chaotic neutral. Headbutt the weak.
diw45,Vancouver; BC Canada,Tue Oct 14 23:29:21 +0000 2008,
shanoobioobi,ÜT: 49.234831;-123.194531,Wed Apr 29 17:58:00 +0000 2009,I transport people and the windshield is like a big movie screen.
frecklebugs,exactly where i need to be,Mon Mar 23 22:43:22 +0000 2009,
amatecha,iPhone: 49.285694;-123.116264,Tue Jul 17 02:45:52 +0000 2007,music / code / pwnage
Sonya_Paterson,Langley BC Canada,Fri Mar 26 18:10:22 +0000 2010,Long time community advocate; Believe their are no limits but the sky!
Recruiter_Devi,ÜT: 49.326457;-123.143987,Tue Jul 14 01:03:01 +0000 2009,Recruiter; Employee Engagement Specialist; Employment Transitions; Career Coach; Writer; Social Networker; Database/Job Board Whisperer; CCDP
_EricLowe,Vancouver; BC; Canada,Mon Jun 11 15:25:46 +0000 2007,Dad; drummer; occasional blogger; frequent tweeter; social media marketer. I hate the smell of Patchouli. 
Leonashanana,Vancouver,Fri Aug 01 21:55:48 +0000 2008,Actor/Singer/Photog/ Total Amateur/Low Maintenance Glamour Girl
nephrus,Vancouver; BC,Tue Apr 07 22:58:20 +0000 2009,A Vancouverite reporting on anime; conventions; hockey and other local events.
TimmyC62,Surrey; BC / Calgary; AB,Thu Mar 04 21:23:17 +0000 2010,Pursuing Master of Strategic Studies at Centre for Military & Strategic Studies in U. of Calgary. Naval warfare; scale ship modeling; and public transit! 
shellyj29,vancouver bc,Fri Mar 21 04:46:48 +0000 2008,I am a redhead
quacktacular,Vancouver,Sat Jul 26 01:19:24 +0000 2008,Canadian web designer and photographer.
ElectShen,Coquitlam; BC V3E,Mon May 19 10:09:24 +0000 2008,Coquitlam City Council Candidate. Interests: Technology; Politics and Business
BoiledFrog,Vancouver; BC,Fri Sep 07 14:07:04 +0000 2007,
dhmakwana,ÜT: 49.261129;-123.14121,Sun Jan 31 08:16:15 +0000 2010,Communicator; journalist; mustache twirler; vagabond. The opinions expressed here are my own.
carlashore,Vancouver; Canada,Fri Dec 19 05:20:35 +0000 2008,Writer; PR strategist; food policy-ist; sometimes commuter cyclist.
Appnovation,Vancouver; B.C.; Canada,Wed Apr 01 19:12:11 +0000 2009,We're a web development and design company... specializing in Drupal; Alfresco and SproutCore development.
ArcVancouver,Vancouver; BC; Canada,Wed Dec 17 18:31:06 +0000 2008,GIS & Mapping Specialist based out of Vancouver BC. Likes maps. A lot. Member of the URISA Vanguard Cabinet; representing URISA's young professionals.
__blankfile,Burnaby; BC,Wed Dec 31 20:41:12 +0000 2008,Just a guy who likes sports and a few other random things. I tend to like to tweet about random observations. Be warned.
DilaraLit,Vancouver,Thu Feb 26 06:49:15 +0000 2009,Interior Designer; wifey (Mrs @flipnfunny); big sis; hopeless romantic; avid traveler; bunny lover; foodie; Canucks fan; Founder/Team Captain of @Sharkbaits_
farhanmohamed,North Vancouver,Tue Feb 24 01:04:44 +0000 2009,#NorthVancouver-ite; #Canucks ADDICT; sports fan; food lover; @YoungLibs_BC VP; once blue haired; trying to be the change.
vanetworking,Vancouver; Canada,Fri Jun 06 12:54:20 +0000 2008,Your Outsourcing EXPERT - #1 Social Network 4 Virtual Assistants to connect; share & discuss virtual assistance. Need/Learn to Outsource? Hire a VA today!
vancouvermetro,Vancouver; British Columbia,Wed Feb 18 17:14:25 +0000 2009,Top stories from Metro Vancouver
reallyprofound,Vancouver; Canada,Fri Nov 28 22:09:02 +0000 2008,778. Redskins; Canucks fan. Lamenting the demise of Guitar Hero but still playing a bit. Never boring; always on.
vaarstad,Coquitlam; BC,Wed Oct 01 17:09:51 +0000 2008,Office Manager; Public Affairs & Media Relations (@sfupamr) at @SFU. @fiveholeforfood team member; runner; skier & Canucks fan.
604homesguy,Vancouver; BC,Sat May 26 04:07:14 +0000 2007,Dad of 3; Vancouver real estate consultant (Royal LePage Westside); and blogger. Running on the seawall early in the AM and mtn biking the N. Shore when I can.
Accophox,Phoxland,Thu Mar 05 03:30:11 +0000 2009,I'm a UAlberta student doing a BSc. Spec in CS. I'm also a furry; and a host at @Campfiretails. @Littlephox is my more childish account. Occasionally NSFW.
penphoe,Somewhere in Google Plus,Mon Sep 21 14:36:26 +0000 2009,ICT Teacher; Digital Senior Citizen; Programming; Open Source Software; Linux; DSLR Photography and person in real life!
hi_its_kyle,Vancouver,Fri Jun 12 00:19:09 +0000 2009,You probably shouldn't take any of my tweets seriously. Especially if they're serious.
TaraCain,Port Moody; BC; CA,Sat Oct 11 04:55:53 +0000 2008,Wife; Mother; Video Game Player; Software Trainer and Technology Enthusiast working in the legal industry.
StormThief24,Vancouver; Canada,Wed Feb 17 04:23:28 +0000 2010,All I will say is that I'm a strange person.
CyG_accounts,cyberspace,Sun Feb 14 16:55:02 +0000 2010,we rethink twitter . be curious
adrianliem,Vancouver; BC,Sat Feb 02 03:24:29 +0000 2008,Web/digital/social guy at UBC (on leave). Telemark skier; runner; wannabe of many other nouns ending in -er. I love food and food loves me UNTIL I EAT IT!
SunriseSearcher,New Westminster; BC,Tue Nov 10 04:40:55 +0000 2009,Prepare for random musings about public transportation; politics and things that distract me.
ed_kwong,Vancouver; BC,Thu Apr 09 20:14:43 +0000 2009,a numbers guy.... curious in all things that make anything better; in society; economics; health; culture... and; on occasion will run a bit here and there. 
chadskelton,Vancouver,Fri Nov 21 08:06:39 +0000 2008,Vancouver Sun investigative reporter; specializing in FOI requests and data journalism. Other hats: daddy blogger (@curiousdad); instructor at @KwantlenU.
cafetica,iPhone: 49.263466;-123.114365,Sat Apr 04 19:35:21 +0000 2009,Goal is to spend a year travelling the world and learning new cultures and exploring lands not known yet.  
AlfieLau,Vancouver; BC,Sat Apr 04 16:24:32 +0000 2009,Journalist; traveller who always finds himself in the middle of cool stuff; always hunting for freeness. www.burnabynow.com  www.royalcityrecord.com
UBCIC,342 Water St Vancouver; Canada,Fri Apr 17 07:50:42 +0000 2009,Union of British Columbia Indian Chiefs was founded in 1969 to fight Canada's White Paper and to defend Indigenous Title & Rights
vivianchan59,Vancouver; Canada,Wed Nov 05 04:00:05 +0000 2008,Third year undergrad at SFU; studying Design and Media in SIAT.
amaanf,ÜT: 49.184311;-122.854448,Wed Dec 17 07:47:13 +0000 2008,
kevinharding,coast salish territories,Sat Mar 01 19:14:14 +0000 2008,a student; amongst other things. contributor at www.politicsrespun.org. Tweets =/= opinion of employer; though wouldn't that be cool?
Greg_Tri2Fight,Vancouver,Fri Feb 20 00:06:06 +0000 2009,City Planner; Vancouverite; Commuter; future politician; adoptee; and racing in Triathlons to raise money to fight Blood Cancers.
crystalreinitz,Vancouver,Thu Jan 29 07:28:57 +0000 2009,PR & Marketing Pro; former telecom junkie. Loyal Canucks fan. I talk about things I care about: my job; Vancouver; hockey; social media & privacy issues etc
RalRussell,Vancouver,Sat Jun 07 20:34:44 +0000 2008,
christaylor86,Surrey,Thu Feb 19 00:37:30 +0000 2009,
AY604,Burnaby; BC,Tue May 26 22:57:19 +0000 2009,I'm a beer league goalie. I have a huge 7-hole but then again; who doesn't!
duthied,Sunny Vancouver,Wed Mar 28 17:22:28 +0000 2007,web developer; photographer
qtotheball,Vancouver; BC,Tue Apr 01 23:11:02 +0000 2008,What can I possibly write in 160 characte-
ctelford,Vancouver; BC,Tue Jul 03 17:51:52 +0000 2007,
VanCityVilla,Vancouver,Wed Jun 10 16:09:05 +0000 2009,Vancouver Whitecaps; Canucks and Aston Villa Supporter. Views are personal and do not officially represent EA or the FIFA franchise.
jeffgroat,Vancouver; BC,Mon Oct 05 20:49:05 +0000 2009,Writer; journalist in Vancouver. Coordinating editor @runnermag. Lover of @OpenFile; @OpenFileVan.
mcabain,Vancouver; B.C.,Sat Aug 23 06:32:53 +0000 2008,I'm just this guy; you know?  
chelsetron,Vancouver,Sun Sep 13 22:02:30 +0000 2009,lover of good food; better beer; and bad television. I love words and hate whales.
TheresaLalonde,Vancouver BC,Wed Aug 05 15:26:26 +0000 2009,Reporter for CBC Vancouver on all platforms. Arctic-born. Well traveled. Love wide open spaces; old Bowie;and good stories. 
ctmagnus,iPhone: 51.296131; -116.963102,Fri Mar 23 03:56:31 +0000 2007,Currently doing computer support but looking to get into design. Not a fan of my own handwriting but quite possibly of yours. Internet; etc.
LeftCoastBlog,Metro Vancouver,Sat May 02 23:18:17 +0000 2009,Advocate for public education and blogger. Read my commentary at www.theleftcoast.ca or www.staceyrobinsmith.com. Always opinionated. Always willing to share.
News1130radio,Vancouver,Wed Sep 02 21:25:55 +0000 2009,Vancouver's breaking news; traffic and weather station.
thetransitsite,ÜT: 49.209836;-122.941139,Thu Feb 04 02:08:08 +0000 2010,This is the Twitter-Feed for The Transit Site. Here you will find: updates; posts; Announcements or changes to my site or blog.
VisitorsChoice,Vancouver,Fri Jan 29 19:12:03 +0000 2010,Visitors' Choice is your best guide for exploring Vancouver & beyond; with tons of shopping; dining; events & great maps. Follow us for travel tips & local info
jaegen,Vancouver; BC,Thu Jul 16 22:51:53 +0000 2009,
Bob_Mccartney,Vancouver Canada,Thu Oct 15 23:58:03 +0000 2009,Happy husband; father; encourager; presentor; traveler; and world changer. Bringing you info on local Vancouver events and travel.   
TheatreUBC,Vancouver; Canada,Mon Jan 05 00:24:29 +0000 2009,Deb Pickman chirps up a storm for one of Canada's leading theatre education programs: See the future of theatre today at UBC!
AprilPenney,Vancouver,Wed Apr 15 03:34:15 +0000 2009,Passionate about communications; running; learning to swim;  snowboarding; traveling; cooking & Newfoundland. Corporate me: @COBSBread
WinnieYeo,Vancouver,Sun Dec 14 19:39:58 +0000 2008,Graphic/Web Designer & Digital Communications Specialist. I love to run; yoga and ski Blog about running http://winnieyeo.blogspot.com/
TourismRichmond,Richmond; BC,Mon May 04 18:24:01 +0000 2009,Richmond is a sparkling west coast gem — it’s a busy; Asian-influenced urban centre and charming seaside village all at once — accessible from wherever you are.
richsong,Surrey BC,Wed Sep 10 21:34:00 +0000 2008,
i_rich,Vancouver; BC,Tue Mar 27 02:51:08 +0000 2007,One human year = one trip around the sun. One dog year = 7 human years. Therefore dogs go around the sun 7 times a year. Dogs are crazy
POMOSantosh,Port Moody; B.C.,Sat Dec 06 23:22:15 +0000 2008,Resident of Port Moody BC. Husband to Felicia. Dad to Adam; Sophia and James. Christian speaker and writer.
kay_tter,Canada,Tue Jan 26 00:46:52 +0000 2010,
Phanyxx,Vancouver; BC; Canada,Sat Nov 29 20:51:22 +0000 2008,(Fā•nĭx). Partner + creative strategist at @GoPopcorn; creative director at Revolve Marketing; Flâneur. I ♥ Vancouver. Let's chat.
jaymes,ÜT: 49.238201;-122.858395,Mon Apr 14 06:36:40 +0000 2008,Social Media; Skiing; Mountain Biking;  Video Production; Health and Safety;  Computers
kaequan,Vancouver,Thu Jul 10 19:57:57 +0000 2008,cat-lover. why and how finder-outer. urban junkie. cyclist. tech dork. canucks fanatic.
TNMH,Vancouver; BC; Canada,Wed Jun 24 18:49:07 +0000 2009,A (completed) media collaboration campaign to encourage social coverage of winter sports and cultural events during the 2010 Olympics in Vancouver/Whistler.
Helijet,Richmond; BC,Fri Feb 27 21:00:40 +0000 2009,Vancouver/Victoria/Richmond/Grouse Mtn/Haida Gwaii/Prince Rupert:  Helicopter scheduled; sightseeing; private charter & air medical services. Follow for updates
rachelisms,Hollywood North,Sat Jan 31 09:43:58 +0000 2009,I've recently realized most good things happen when I'm hungover. I lead a promising life.
freetransit,everywhere,Fri Nov 27 00:46:22 +0000 2009,gathering information; sharing ideas & dreaming of better ways to design our communities and our world.  free public transportation and education for all!
allthingspearly,Vancouver,Wed Sep 09 06:40:48 +0000 2009,City-wanderer; Food-muncher; Cheer-spreader; Life-lover. Hello; my name is pearly and welcome to my world.
liseowens,Vancouver,Sun Jun 14 04:36:56 +0000 2009,Software designer. Mobile applications strategist.
auzziebluesky,Vancouver; BC,Thu Apr 16 16:40:23 +0000 2009,
Amuse_events,Vancouver; BC,Thu Feb 05 05:11:44 +0000 2009,Vancouver 's choice for event planning and production. We bring ppl together via events & social Media.We support @fiveholeforfood as feature charity for 2012
hpaw,Vancouver,Thu Dec 04 06:37:47 +0000 2008,Administrator/cast member of HPAW
musicman2059,Vancouver,Fri May 11 04:57:42 +0000 2007,Gaming enthusiast; sports fan. Author for thatgamerhub.com; volunteer security guy/timekeer for Coquitlam Express
michaelhaack,vancouver,Tue Dec 15 00:23:15 +0000 2009,community organizer; director of a non-profit society; #UBC student; #cdnpoli junkie; environmentalist; humanist; queer rights advocate
masturblade,Vancouver; BC,Wed Jun 24 05:03:41 +0000 2009,masturblade design/blog/store
sarahrecruits,Kelowna; BC,Wed Apr 01 15:20:22 +0000 2009,Talent Supply Specialist for Shaw Communications based out of Kelowna; BC. 
DeanMc,Canada,Tue Apr 01 20:52:24 +0000 2008,
nicklenko,Toronto; Ontario,Mon Mar 23 05:08:18 +0000 2009,UX/UI Designer at @achievers / Social Media Guru / Apple Geek / Techno-Enthusiast - Feel free to shoot me a tweet! 
tourism2010jobs,Vancouver; BC,Wed Oct 21 20:32:05 +0000 2009,Be a part of the 2010 excitement! Follow @tourism2010jobs for the latest tourism job postings and info on working during the 2010 Games.
satellitesorrow,,Tue Aug 04 06:27:56 +0000 2009,I have a drum machine. Bow.
BigBusVancouver,Vancouver; BC,Sat May 02 00:16:09 +0000 2009,See Vancouver in 2 Days for $45! Unlimited Hop-On Hop-Off City Tour. Call 1 877 299 0701 for more information
MattBInYYC,Calgary; AB,Fri Jul 18 06:53:57 +0000 2008,#Kony2012 Roughnecks/Canucks/Winnipeg Jets/Whitecaps fan. SAIT (Travel & Tourism). Wannabe Vancouverite/WestJetter.
jgarcha,,Sat Mar 07 16:45:27 +0000 2009,@SFU Student - Criminology and Psychology | Vegan | Cancer Fighter | Avid Volunteer | Figure Skater | Dancer | Exercise and Health Enthusiast
robinleung,ÜT: 49.16694;-122.864135,Wed Jul 09 21:38:40 +0000 2008,A do-er. A tea enthusiast. A foodist. A lover of technology&multimedia. Owner of eatwith.ROBINLEUNG.com.
andreareimer,Vancouver; BC; Canada,Fri Dec 05 07:22:07 +0000 2008,Former Green Party school trustee; current Vision Vancouver city councillor. Seeking happy planet.
polymoth,coquitlam bc. canada,Sun Jun 21 19:18:58 +0000 2009,a pissd off boy
RJO_05,Vancouver/Victoria,Wed Nov 11 20:20:21 +0000 2009,SFU graduate - Poli Sci & Bus Admin. Involved in BC politics & public affairs. Future endeavors include law school & MBA. 
michaelleung,Toronto; ON,Tue Jun 12 14:33:40 +0000 2007,A cold; soulless shell of a human being who seeks pleasure from crushing your dreams and watching TV. 
WilcoxPR,Vancouver / Toronto,Fri Nov 14 18:32:24 +0000 2008,Public relations. Crisis communications and issues management. Corporate communications. Media relations. Tweets courtesy of our client team members. 
kstolarchuk,ÜT: 49.22167;-123.10034,Sun Dec 21 17:03:55 +0000 2008,Loves her honey; loves her city; loves her job; loves her family and friends; Loves sushi and cupcakes!
vancityrockgirl,vancouver; bc; canada,Fri Nov 14 19:01:29 +0000 2008,:: writer :: reader :: foodie :: travel agent :: event planner :: music lover :: concert junkie :: vancouver girl :: vegas addict :: happily married lady ::
scronide,Burnaby; BC,Wed Mar 12 04:30:14 +0000 2008,Baby shite and snide gaelicisms. Now with 100% more baby shite.
lorenzocan,Vancouver; BC,Wed Apr 01 00:57:04 +0000 2009,Yes; I can.
jen_robbins,ÜT: 49.116307;-122.803906,Fri Oct 31 21:20:32 +0000 2008,Passionate about strong community + connections; non-toxic living...and TV.
Wupop,North Vancouver,Sun Nov 16 07:20:59 +0000 2008,
VancouverBC2010,,Mon Jan 04 22:35:27 +0000 2010,
schmidtec,Vancouver,Wed Jan 28 05:25:15 +0000 2009,Data || Mobile || Print || Video || Web
downtownvan,Downtown Vancouver; BC,Tue Jan 05 18:10:09 +0000 2010,I am Downtown. Updated by Ivy Fong; ivy@downtownvancouver.net
jamesglave,Bowen Island; B.C. Canada,Sat Dec 22 00:44:29 +0000 2007,Work with Tides Canada (@TidesCanEnergy) to accelerate our transition to a clean and renewable energy future. This is my personal account; opinions are my own.
LndaD,,Thu Oct 01 23:17:00 +0000 2009,
heyrickie,Vancouver; Canada,Sun Nov 02 03:01:29 +0000 2008,Transit geek. Runner. Canucks fan-for-life. Doctor Who enthusiast. Accountant (unemployed). Music lover. Wannabe photographer. Armchair traveller. History buff.
lizzielou68,Canada,Sun Mar 29 04:53:57 +0000 2009,I know beans about caffeine
samyeh,ÜT: 49.175496;-123.116938,Fri Apr 10 07:58:32 +0000 2009,Former Midget A Hockey Player; Car/Motorcyle Enthusiast; Gym Rat; Crazy Hockey Fan
gingerbeer,Vancouver,Wed Apr 09 23:07:00 +0000 2008,everyday is a winding road!
thesamreynolds,Vancouver,Wed Oct 29 20:17:31 +0000 2008,My interest is the intersection of politics and technology. @hardwarecanucks news editor; writer for @peaksfu. Opinions are my own. 
StacieBee,North Vancouver; BC; Canada,Fri Feb 06 20:38:51 +0000 2009,Trying to become a better me. I love hugs; music + bacon. I take a lot of photos of stuff.
victorngo,Vancouver; Canada,Fri Dec 12 09:06:38 +0000 2008,Geography & Urban Studies student at UBC. Passionate about cities; community development and urban sustainability.
crankycameo,Vancouver; BC,Sun Oct 04 17:45:05 +0000 2009,I just do what the voices in my head say. (Formerly More Tweets About Buildings And Food)
thaeus,Vancouver,Mon Jan 14 00:52:28 +0000 2008,disco stu likes disco music
2010Streetcar,Vancouver; BC; Canada,Tue Oct 20 21:29:06 +0000 2009,The Bombardier Team in Vancouver; operating the Olympic Line 2010 streetcar demonstration in partnership with the City of Vancouver
danielchow,Vancouver,Sun Mar 02 08:05:46 +0000 2008,
codias,Toronto,Mon Mar 16 00:12:05 +0000 2009,I love Branding; Strategy; and Doing Stuff Better. I cook; take transit; and invest. I live for learning.
drewdsnider,Vancouver Canada,Sat Sep 05 15:23:08 +0000 2009,Author of A Very Convenient Truth a/pastor Gospel Mission; husband of Amelia; dad of Hannah & Aidan; baseball fan; recovering broadcaster
gnb,People's Republic of East Van,Sat Apr 14 04:38:39 +0000 2007,Front-end developer & Dynamic Integration Orchestrator at Simon Fraser University. Cyclist; Scout; cat herder; lover of good beer and good music. VE7GNB
lothwe,Vancouver,Sat Mar 14 04:09:03 +0000 2009,2nd year Sauder/UBC student. Canucks & Habs fan. IT Director for @EnterprizeCan. Gymnast of 16 yrs. Aspiring Web/Graphic Designer. Occasional Apple fangirl.
jasonfearon,49.112392;-122.804314,Wed Apr 16 05:56:25 +0000 2008,Marketer. Creative thinker. Strategist. Aspiring designer. Communicator.
mdiane_rogers,British Columbia; Canada,Tue Feb 19 17:34:57 +0000 2008,Genealogy; family history; women's history; reading; Bookcrossing - no time for dancing...
